"Citation: Samuel H. Williamson, 'Daily Closing Value of the Dow Jones Average, 1885 to Present,' MeasuringWorth, 2026. "
"Date","DJIA"
"4/27/1915","68.9"
"4/28/1915","70.22"
"4/29/1915","70.95"
"4/30/1915","71.78"
"5/1/1915","71.51"
"5/3/1915","69.54"
"5/4/1915","69.58"
"5/5/1915","67.53"
"5/6/1915","68.23"
"5/7/1915","65.13"
"5/8/1915","62.77"
"5/10/1915","62.06"
"5/11/1915","64.64"
"5/12/1915","64.46"
"5/13/1915","63.01"
"5/14/1915","60.38"
"5/15/1915","61.93"
"5/17/1915","63.41"
"5/18/1915","62.7"
"5/19/1915","63.08"
"5/20/1915","63.68"
"5/21/1915","64.88"
"5/22/1915","65.5"
"5/24/1915","65.46"
"5/25/1915","64.79"
"5/26/1915","64.42"
"5/27/1915","64.95"
"5/28/1915","65.01"
"5/29/1915","64.67"
"6/1/1915","64.86"
"6/2/1915","65.72"
"6/3/1915","67.75"
"6/4/1915","67.71"
"6/5/1915","68.56"
"6/7/1915","69.21"
"6/8/1915","68.92"
"6/9/1915","67.27"
"6/10/1915","69.02"
"6/11/1915","70.55"
"6/12/1915","71.12"
"6/14/1915","70.93"
"6/15/1915","71.05"
"6/16/1915","71.3"
"6/17/1915","71.16"
"6/18/1915","70.98"
"6/19/1915","71.16"
"6/21/1915","71.83"
"6/22/1915","71.9"
"6/23/1915","71.28"
"6/24/1915","69.78"
"6/25/1915","70.23"
"6/26/1915","70.71"
"6/28/1915","70.74"
"6/29/1915","70.08"
"6/30/1915","70.06"
"7/1/1915","69.85"
"7/2/1915","69.98"
"7/3/1915","69.56"
"7/6/1915","69.87"
"7/7/1915","68.85"
"7/8/1915","68.65"
"7/9/1915","67.88"
"7/10/1915","68.38"
"7/12/1915","70.05"
"7/13/1915","70.26"
"7/14/1915","70.8"
"7/15/1915","71.5"
"7/16/1915","71.78"
"7/17/1915","71.85"
"7/19/1915","70.84"
"7/20/1915","71"
"7/21/1915","72.05"
"7/22/1915","73.82"
"7/23/1915","74.1"
"7/24/1915","74.18"
"7/26/1915","74.6"
"7/27/1915","74.83"
"7/28/1915","75.53"
"7/29/1915","75.79"
"7/30/1915","75.53"
"7/31/1915","75.34"
"8/2/1915","76.46"
"8/3/1915","76.71"
"8/4/1915","77.33"
"8/5/1915","77.21"
"8/6/1915","77.21"
"8/7/1915","76.71"
"8/9/1915","77.7"
"8/10/1915","77.86"
"8/11/1915","77.45"
"8/12/1915","78.14"
"8/13/1915","78.38"
"8/14/1915","78.82"
"8/16/1915","81.28"
"8/17/1915","81.78"
"8/18/1915","81.86"
"8/19/1915","80.31"
"8/20/1915","79.31"
"8/21/1915","76.76"
"8/23/1915","76.88"
"8/24/1915","79.07"
"8/25/1915","80.65"
"8/26/1915","81.12"
"8/27/1915","81.88"
"8/28/1915","81.95"
"8/30/1915","81.7"
"8/31/1915","81.2"
"9/1/1915","81.79"
"9/2/1915","81.03"
"9/3/1915","80.7"
"9/4/1915","80.9"
"9/7/1915","81.02"
"9/8/1915","81.16"
"9/9/1915","81.88"
"9/10/1915","80.96"
"9/11/1915","80.4"
"9/13/1915","81.4"
"9/14/1915","81.51"
"9/15/1915","81.91"
"9/16/1915","81.71"
"9/17/1915","82.54"
"9/18/1915","83.27"
"9/20/1915","84.26"
"9/21/1915","84.83"
"9/22/1915","85.88"
"9/23/1915","85.55"
"9/24/1915","86.48"
"9/25/1915","86.81"
"9/27/1915","89.2"
"9/28/1915","89.73"
"9/29/1915","89.9"
"9/30/1915","90.58"
"10/1/1915","90.88"
"10/2/1915","91.98"
"10/4/1915","90.98"
"10/5/1915","89.16"
"10/6/1915","88.23"
"10/7/1915","90.2"
"10/8/1915","90.5"
"10/9/1915","90.63"
"10/11/1915","92.37"
"10/13/1915","93.63"
"10/14/1915","92.76"
"10/15/1915","92.56"
"10/16/1915","93.34"
"10/18/1915","94.61"
"10/19/1915","93.38"
"10/20/1915","94.61"
"10/21/1915","95.35"
"10/22/1915","96.46"
"10/23/1915","96.11"
"10/25/1915","95.88"
"10/26/1915","95.81"
"10/27/1915","94.72"
"10/28/1915","93.34"
"10/29/1915","95.34"
"10/30/1915","96.02"
"11/1/1915","95.16"
"11/3/1915","94.76"
"11/4/1915","96.06"
"11/5/1915","94.81"
"11/6/1915","94.18"
"11/8/1915","92.8"
"11/9/1915","91.08"
"11/10/1915","92.18"
"11/11/1915","93.64"
"11/12/1915","94.71"
"11/13/1915","95.33"
"11/15/1915","95.05"
"11/16/1915","96.33"
"11/17/1915","96.18"
"11/18/1915","95.48"
"11/19/1915","95.27"
"11/20/1915","95.02"
"11/22/1915","95.45"
"11/23/1915","95.87"
"11/24/1915","97.18"
"11/26/1915","97.28"
"11/27/1915","97.07"
"11/29/1915","97.56"
"11/30/1915","96.71"
"12/1/1915","95.9"
"12/2/1915","94.78"
"12/3/1915","95.91"
"12/4/1915","96.78"
"12/6/1915","97.86"
"12/7/1915","97.71"
"12/8/1915","98.45"
"12/9/1915","97.18"
"12/10/1915","96.13"
"12/11/1915","96.51"
"12/13/1915","95.96"
"12/14/1915","98.3"
"12/15/1915","98.18"
"12/16/1915","96.57"
"12/17/1915","97.4"
"12/18/1915","97.57"
"12/20/1915","97.7"
"12/21/1915","97.66"
"12/22/1915","97.98"
"12/23/1915","98.25"
"12/24/1915","98.36"
"12/27/1915","99.21"
"12/28/1915","99.16"
"12/29/1915","97.96"
"12/30/1915","98.2"
"12/31/1915","99.15"
"1/3/1916","98.81"
"1/4/1916","97.72"
"1/5/1916","97.41"
"1/6/1916","96.44"
"1/7/1916","97.34"
"1/8/1916","97.52"
"1/10/1916","95.69"
"1/11/1916","94.07"
"1/12/1916","95.31"
"1/13/1916","94.71"
"1/14/1916","96.47"
"1/15/1916","96.55"
"1/17/1916","96.63"
"1/18/1916","96.16"
"1/19/1916","95.25"
"1/20/1916","93.6"
"1/21/1916","94.78"
"1/22/1916","94.65"
"1/24/1916","93.87"
"1/25/1916","94.24"
"1/26/1916","93.49"
"1/27/1916","92.99"
"1/28/1916","93.25"
"1/29/1916","91.93"
"1/31/1916","90.58"
"2/1/1916","91.93"
"2/2/1916","93.69"
"2/3/1916","94.4"
"2/4/1916","93.19"
"2/5/1916","93.39"
"2/7/1916","94.96"
"2/8/1916","94.91"
"2/9/1916","95.86"
"2/10/1916","96.1"
"2/11/1916","96.15"
"2/14/1916","95.28"
"2/15/1916","95.26"
"2/16/1916","94.5"
"2/17/1916","94.11"
"2/18/1916","94.35"
"2/19/1916","94.77"
"2/21/1916","94.36"
"2/23/1916","94.35"
"2/24/1916","93.37"
"2/25/1916","93.85"
"2/26/1916","92.78"
"2/28/1916","90.89"
"2/29/1916","91.03"
"3/1/1916","90.69"
"3/2/1916","90.52"
"3/3/1916","91.71"
"3/4/1916","91.48"
"3/6/1916","92.93"
"3/7/1916","92.58"
"3/8/1916","92.58"
"3/9/1916","93.5"
"3/10/1916","93.11"
"3/11/1916","92.9"
"3/13/1916","94.75"
"3/14/1916","95.4"
"3/15/1916","95.76"
"3/16/1916","96.08"
"3/17/1916","96"
"3/18/1916","95.76"
"3/20/1916","93.6"
"3/21/1916","93.58"
"3/22/1916","93.97"
"3/23/1916","93.76"
"3/24/1916","93.65"
"3/25/1916","93.23"
"3/27/1916","93.57"
"3/28/1916","93.81"
"3/29/1916","93.36"
"3/30/1916","92.73"
"3/31/1916","93.25"
"4/1/1916","93.69"
"4/3/1916","94.13"
"4/4/1916","93.97"
"4/5/1916","94.12"
"4/6/1916","94.46"
"4/7/1916","93.38"
"4/8/1916","93.31"
"4/10/1916","94.22"
"4/11/1916","93.77"
"4/12/1916","93.28"
"4/13/1916","91.28"
"4/14/1916","91.63"
"4/15/1916","91.48"
"4/17/1916","91.08"
"4/18/1916","90.65"
"4/19/1916","88.46"
"4/20/1916","88.11"
"4/22/1916","84.96"
"4/24/1916","87"
"4/25/1916","88.12"
"4/26/1916","87.23"
"4/27/1916","88.78"
"4/28/1916","89.65"
"4/29/1916","89.78"
"5/1/1916","90.3"
"5/2/1916","89.02"
"5/3/1916","88.61"
"5/4/1916","87.71"
"5/5/1916","88.51"
"5/6/1916","90.51"
"5/8/1916","90.36"
"5/9/1916","89.71"
"5/10/1916","89.78"
"5/11/1916","90.08"
"5/12/1916","90.94"
"5/13/1916","91.71"
"5/15/1916","92.43"
"5/16/1916","92.01"
"5/17/1916","91.51"
"5/18/1916","92.05"
"5/19/1916","91.76"
"5/20/1916","91.81"
"5/22/1916","92.06"
"5/23/1916","92.1"
"5/24/1916","92.37"
"5/25/1916","92.62"
"5/26/1916","92.29"
"5/27/1916","91.62"
"5/29/1916","91.95"
"5/31/1916","91.8"
"6/1/1916","91.87"
"6/2/1916","91.22"
"6/3/1916","91.53"
"6/5/1916","92.19"
"6/6/1916","91.73"
"6/7/1916","91.84"
"6/8/1916","92.01"
"6/9/1916","92.78"
"6/10/1916","92.7"
"6/12/1916","93.61"
"6/13/1916","93.19"
"6/14/1916","93.33"
"6/15/1916","93.33"
"6/16/1916","92.49"
"6/17/1916","91.9"
"6/19/1916","90"
"6/20/1916","90.57"
"6/21/1916","90.03"
"6/22/1916","89.54"
"6/23/1916","88.88"
"6/24/1916","89.26"
"6/26/1916","87.68"
"6/27/1916","88.43"
"6/28/1916","88.29"
"6/29/1916","89.51"
"6/30/1916","89.58"
"7/1/1916","88.93"
"7/3/1916","89.37"
"7/5/1916","90.53"
"7/6/1916","90.4"
"7/7/1916","89.71"
"7/8/1916","89.51"
"7/10/1916","88.6"
"7/11/1916","87.63"
"7/12/1916","87.63"
"7/13/1916","86.42"
"7/14/1916","86.95"
"7/15/1916","87.36"
"7/17/1916","87.15"
"7/18/1916","87.25"
"7/19/1916","88.1"
"7/20/1916","89"
"7/21/1916","89.03"
"7/22/1916","89.75"
"7/24/1916","89.1"
"7/25/1916","88.83"
"7/26/1916","88.13"
"7/27/1916","88"
"7/28/1916","88.35"
"7/29/1916","88.79"
"7/31/1916","89.25"
"8/1/1916","89.05"
"8/2/1916","88.34"
"8/3/1916","88.83"
"8/4/1916","88.41"
"8/5/1916","88.55"
"8/7/1916","88.88"
"8/8/1916","88.15"
"8/9/1916","90.26"
"8/10/1916","90.05"
"8/11/1916","90.32"
"8/12/1916","90.5"
"8/14/1916","90.75"
"8/15/1916","91.48"
"8/16/1916","91.91"
"8/17/1916","92.08"
"8/18/1916","92.08"
"8/19/1916","91.93"
"8/21/1916","93.25"
"8/22/1916","93.83"
"8/23/1916","93.61"
"8/24/1916","93.66"
"8/25/1916","92.9"
"8/26/1916","92.91"
"8/28/1916","92.49"
"8/29/1916","91.63"
"8/30/1916","91.32"
"8/31/1916","92.25"
"9/1/1916","91.19"
"9/2/1916","92.29"
"9/5/1916","93.36"
"9/6/1916","94.51"
"9/7/1916","94.59"
"9/8/1916","94.63"
"9/9/1916","95.53"
"9/11/1916","95.74"
"9/12/1916","96.65"
"9/13/1916","97.71"
"9/14/1916","98.84"
"9/15/1916","98.39"
"9/16/1916","98"
"9/18/1916","98.51"
"9/19/1916","98.57"
"9/20/1916","98.47"
"9/21/1916","99.55"
"9/22/1916","100.77"
"9/23/1916","101.3"
"9/25/1916","100.89"
"9/26/1916","101.39"
"9/27/1916","101.85"
"9/28/1916","103.11"
"9/29/1916","103.73"
"9/30/1916","102.9"
"10/2/1916","103.01"
"10/3/1916","103.45"
"10/4/1916","103.41"
"10/5/1916","104.15"
"10/6/1916","102.85"
"10/7/1916","103.4"
"10/9/1916","100.23"
"10/10/1916","101.35"
"10/11/1916","99.98"
"10/13/1916","98.94"
"10/14/1916","98.98"
"10/16/1916","101.42"
"10/17/1916","102.42"
"10/18/1916","102.35"
"10/19/1916","102.55"
"10/20/1916","103.68"
"10/21/1916","103.88"
"10/23/1916","105.17"
"10/24/1916","105.15"
"10/25/1916","104.57"
"10/26/1916","104.56"
"10/27/1916","105.28"
"10/28/1916","104.83"
"10/30/1916","104.3"
"10/31/1916","104.61"
"11/1/1916","105.9"
"11/2/1916","105.7"
"11/3/1916","106.28"
"11/4/1916","105.93"
"11/6/1916","107.21"
"11/8/1916","106.83"
"11/9/1916","107.68"
"11/10/1916","107.65"
"11/11/1916","106.72"
"11/13/1916","105.63"
"11/14/1916","107.04"
"11/15/1916","107.72"
"11/16/1916","108.48"
"11/17/1916","109.62"
"11/18/1916","110.13"
"11/20/1916","110.1"
"11/21/1916","110.15"
"11/22/1916","108.65"
"11/23/1916","107.48"
"11/24/1916","109.07"
"11/25/1916","109.95"
"11/27/1916","108.23"
"11/28/1916","107.01"
"11/29/1916","105.97"
"12/1/1916","106.17"
"12/2/1916","106.81"
"12/4/1916","106.2"
"12/5/1916","106.43"
"12/6/1916","106.76"
"12/7/1916","106.43"
"12/8/1916","106.51"
"12/9/1916","105.68"
"12/11/1916","104.67"
"12/12/1916","100.35"
"12/13/1916","102.61"
"12/14/1916","98.23"
"12/15/1916","97.93"
